"","ModuleColors","genes"
"16068","purple","TMEM41B"
"16131","purple","TMX4"
"16271","purple","TRAPPC10"
"16272","purple","TRAPPC11"
"16347","purple","TRMT11"
"16350","purple","TRMT1L"
"16357","purple","TRMT61B"
"16405","purple","TSNAX"
"16461","purple","TTC39C"
"16630","purple","UHRF1BP1L"
"16676","purple","UROD"
"16685","purple","USP13"
"16703","purple","USP31"
"16724","purple","USP8"
"16730","purple","UTP15"
"16782","purple","VKORC1L1"
"16794","purple","VPS13B"
"16810","purple","VPS4B"
"16844","purple","WBP11"
"16863","purple","WDR20"
"16984","purple","XPOT"
"17003","purple","YIPF4"
"17012","purple","YTHDC2"
"17115","purple","ZFAND1"
"17126","purple","ZFP3"
"17139","purple","ZFYVE26"
"17162","purple","ZMPSTE24"
"17191","purple","ZNF143"
"17192","purple","ZNF146"
"17203","purple","ZNF177"
"17207","purple","ZNF182"
"17217","purple","ZNF200"
"17230","purple","ZNF227"
"17273","purple","ZNF320"
"17285","purple","ZNF33B"
"17290","purple","ZNF347"
"17364","purple","ZNF550"
"17374","purple","ZNF561"
"17396","purple","ZNF596"
"17424","purple","ZNF655"
"17434","purple","ZNF673"
"17477","purple","ZNF780A"
"17520","purple","ZP4"
"17525","purple","ZRANB2"
"17526","purple","ZRANB3"
"17538","purple","ZSCAN30"
"48","red","ABCD1"
"75","red","ABO"
"89","red","ACADS"
"149","red","ACTL6A"
"172","red","ACVR2B"
"240","red","ADH5"
"343","red","AK2"
"375","red","ALDH18A1"
"381","red","ALDH2"
"388","red","ALDH7A1"
"415","red","ALPK1"
"455","red","ANGPTL1"
"480","red","ANKRD19P"
"518","red","ANP32E"
"521","red","ANTXR2"
"667","red","ARHGEF40"
"730","red","ARSF"
"739","red","ARX"
"770","red","ASPM"
"845","red","ATP5F1"
"879","red","ATRX"
"887","red","AURKA"
"889","red","AURKB"
"903","red","AXIN2"
"926","red","B4GALT1"
"958","red","BARD1"
"975","red","BCAM"
"1007","red","BCL7C"
"1025","red","BEND7"
"1035","red","BGLAP"
"1052","red","BIRC5"
"1057","red","BLM"
"1063","red","BLVRA"
"1081","red","BMS1"
"1099","red","BPHL"
"1121","red","BRF1"
"1173","red","C10H20orf111"
"1190","red","C10orf25"
"1215","red","C11H3orf37"
"1323","red","C16orf75"
"1342","red","C18orf10"
"1379","red","C1H1orf35"
"1414","red","C20H16orf48"
"1419","red","C20H16orf59"
"1437","red","C20orf29"
"1510","red","C4H6orf108"
"1540","red","C5H4orf46"
"1583","red","C7H14orf166"
"1592","red","C7H15orf42"
"1634","red","C9H10orf47"
"1691","red","CACUL1"
"1693","red","CAD"
"1731","red","CAPG"
"1750","red","CARHSP1"
"1764","red","CASP2"
"1794","red","CBX2"
"1798","red","CBX5"
"1804","red","CC2D2A"
"1811","red","CCDC102A"
"1882","red","CCDC8"
"1921","red","CCNA2"
"1922","red","CCNB1"
"1928","red","CCNE1"
"1965","red","CD151"
"2032","red","CDC25C"
"2044","red","CDC42EP4"
"2045","red","CDC45"
"2047","red","CDC6"
"2050","red","CDCA2"
"2051","red","CDCA3"
"2053","red","CDCA8"
"2079","red","CDK1"
"2088","red","CDK2"
"2091","red","CDK4"
"2109","red","CDKN2C"
"2111","red","CDKN3"
"2113","red","CDON"
"2130","red","CECR2"
"2143","red","CENPF"
"2144","red","CENPH"
"2145","red","CENPI"
"2146","red","CENPJ"
"2149","red","CENPM"
"2150","red","CENPN"
"2151","red","CENPW"
"2156","red","CEP128"
"2157","red","CEP135"
"2158","red","CEP152"
"2189","red","CETN3"
"2206","red","CHAF1A"
"2223","red","CHEK2"
"2274","red","CHST14"
"2311","red","CKAP2"
"2313","red","CKLF"
"2316","red","CKS1B"
"2317","red","CKS2"
"2363","red","CLIC1"
"2404","red","CMBL"
"2410","red","CMTM3"
"2425","red","CNIH4"
"2432","red","CNOT1"
"2441","red","CNPY4"
"2537","red","CORO1B"
"2591","red","CPSF4"
"2595","red","CPXM1"
"2629","red","CRKL"
"2634","red","CRNDE"
"2636","red","CROCC"
"2657","red","CRYGD"
"2717","red","CTBP2"
"2731","red","CTNNA1"
"2793","red","CXCR4"
"2878","red","DACH1"
"2952","red","DDAH2"
"2960","red","DDT"
"2975","red","DDX47"
"3016","red","DEPDC1"
"3020","red","DERA"
"3113","red","DLL1"
"3129","red","DMRT3"
"3169","red","DNAJC24"
"3180","red","DNAJC9"
"3190","red","DNM2"
"3195","red","DNMT3B"
"3228","red","DPM3"
"3267","red","DSN1"
"3275","red","DTL"
"3283","red","DTYMK"
"3311","red","DVL2"
"3332","red","E2F2"
"3334","red","E2F5"
"3335","red","E2F7"
"3336","red","E2F8"
"3339","red","EAF2"
"3353","red","ECT2"
"3370","red","EEF1D"
"3394","red","EFS"
"3429","red","EIF2C1"
"3430","red","EIF2C3"
"3507","red","EMILIN3"
"3532","red","ENOSF1"
"3550","red","ENY2"
"3563","red","EPB41L5"
"3569","red","EPHA2"
"3614","red","ERCC6L"
"3669","red","EVC2"
"3707","red","EZR"
"3744","red","FAM105B"
"3757","red","FAM118B"
"3761","red","FAM122C"
"3859","red","FAM53B"
"3863","red","FAM57A"
"3889","red","FAM84B"
"3900","red","FANCB"
"3901","red","FANCC"
"3902","red","FANCE"
"3904","red","FANCI"
"3928","red","FBLN1"
"3967","red","FBXO43"
"3972","red","FBXO5"
"4025","red","FGD4"
"4077","red","FKBP10"
"4129","red","FLNA"
"4187","red","FOXM1"
"4267","red","FZD1"
"4269","red","FZD2"
"4270","red","FZD3"
"4347","red","GART"
"4351","red","GAS2L3"
"4418","red","GEN1"
"4457","red","GIN1"
"4458","red","GINS2"
"4459","red","GINS3"
"4460","red","GINS4"
"4484","red","GLA"
"4489","red","GLE1"
"4492","red","GLI2"
"4515","red","GLTP"
"4533","red","GMPS"
"4552","red","GNG5"
"4602","red","GPC1"
"4631","red","GPR125"
"4715","red","GPX7"
"4762","red","GSG2"
"4774","red","GSTM4"
"4777","red","GSTT1"
"4792","red","GTF2H5"
"4806","red","GTSE1"
"4838","red","H2AFJ"
"4841","red","H2AFZ"
"4846","red","HADHA"
"4868","red","HAUS8"
"4915","red","HEATR2"
"4922","red","HEBP2"
"4931","red","HELLS"
"4932","red","HELT"
"4994","red","HIST1H1B"
"4995","red","HIST1H1D"
"4998","red","HIST1H2AC"
"5006","red","HIST1H2BH"
"5007","red","HIST1H2BJ"
"5012","red","HIST2H2AC"
"5020","red","HJURP"
"5040","red","HM13"
"5063","red","HN1L"
"5072","red","HNRNPC"
"5304","red","IGKC"
"5316","red","IKBIP"
"5389","red","IL8RB"
"5468","red","IPP"
"5471","red","IQCB1"
"5491","red","IRF3"
"5519","red","ISOC2"
"5526","red","ITFG3"
"5529","red","ITGA2"
"5543","red","ITGB3BP"
"5653","red","KCNE1"
"5726","red","KDM3B"
"5758","red","KIAA0355"
"5796","red","KIAA1919"
"5797","red","KIAA1958"
"5802","red","KIF11"
"5805","red","KIF14"
"5808","red","KIF18A"
"5812","red","KIF20A"
"5815","red","KIF22"
"5816","red","KIF23"
"5817","red","KIF24"
"5820","red","KIF2C"
"5824","red","KIF4A"
"5832","red","KIFC1"
"5855","red","KLF1"
"5927","red","KNTC1"
"6140","red","LIMS1"
"6217","red","LIX1"
"6224","red","LMNB1"
"6225","red","LMNB2"
"6379","red","LOC254559"
"6439","red","LOC400043"
"6480","red","LOC645431"
"6505","red","LOC693392"
"6509","red","LOC693464"
"6531","red","LOC693599"
"6543","red","LOC693694"
"6558","red","LOC693798"
"6656","red","LOC694744"
"6680","red","LOC694929"
"6690","red","LOC695010"
"6712","red","LOC695186"
"6723","red","LOC695278"
"6740","red","LOC695383"
"6745","red","LOC695427"
"6757","red","LOC695517"
"6795","red","LOC695815"
"6803","red","LOC695854"
"6811","red","LOC695891"
"6843","red","LOC696112"
"6846","red","LOC696119"
"6861","red","LOC696224"
"6870","red","LOC696302"
"6876","red","LOC696316"
"6882","red","LOC696366"
"6889","red","LOC696406"
"6944","red","LOC696808"
"6949","red","LOC696872"
"6960","red","LOC696907"
"6964","red","LOC696925"
"6987","red","LOC697057"
"7025","red","LOC697334"
"7039","red","LOC697443"
"7046","red","LOC697506"
"7053","red","LOC697534"
"7060","red","LOC697592"
"7070","red","LOC697645"
"7081","red","LOC697728"
"7113","red","LOC697978"
"7114","red","LOC697982"
"7148","red","LOC698187"
"7151","red","LOC698211"
"7171","red","LOC698373"
"7219","red","LOC698788"
"7232","red","LOC698906"
"7281","red","LOC699260"
"7291","red","LOC699321"
"7300","red","LOC699386"
"7314","red","LOC699428"
"7340","red","LOC699626"
"7357","red","LOC699771"
"7371","red","LOC699883"
"7412","red","LOC700233"
"7429","red","LOC700382"
"7463","red","LOC700644"
"7501","red","LOC700984"
"7509","red","LOC701037"
"7514","red","LOC701070"
"7526","red","LOC701221"
"7544","red","LOC701440"
"7545","red","LOC701442"
"7575","red","LOC701646"
"7586","red","LOC701722"
"7643","red","LOC702184"
"7780","red","LOC703388"
"7846","red","LOC703889"
"7879","red","LOC704143"
"7902","red","LOC704341"
"7903","red","LOC704373"
"7915","red","LOC704478"
"7960","red","LOC704896"
"7967","red","LOC704994"
"8021","red","LOC705526"
"8033","red","LOC705636"
"8058","red","LOC705877"
"8098","red","LOC706226"
"8104","red","LOC706287"
"8126","red","LOC706434"
"8166","red","LOC706833"
"8204","red","LOC707168"
"8214","red","LOC707276"
"8250","red","LOC707481"
"8270","red","LOC707640"
"8322","red","LOC707995"
"8371","red","LOC708350"
"8407","red","LOC708576"
"8408","red","LOC708579"
"8469","red","LOC708959"
"8525","red","LOC709202"
"8562","red","LOC709417"
"8563","red","LOC709419"
"8590","red","LOC709587"
"8689","red","LOC710123"
"8711","red","LOC710234"
"8726","red","LOC710296"
"8729","red","LOC710328"
"8742","red","LOC710396"
"8743","red","LOC710399"
"8801","red","LOC710700"
"8808","red","LOC710715"
"8856","red","LOC710971"
"8897","red","LOC711191"
"8928","red","LOC711361"
"8953","red","LOC711524"
"8956","red","LOC711530"
"8963","red","LOC711567"
"9016","red","LOC711894"
"9029","red","LOC711963"
"9078","red","LOC712291"
"9131","red","LOC712565"
"9143","red","LOC712618"
"9152","red","LOC712701"
"9166","red","LOC712819"
"9169","red","LOC712835"
"9178","red","LOC712904"
"9181","red","LOC712923"
"9228","red","LOC713186"
"9254","red","LOC713344"
"9258","red","LOC713358"
"9336","red","LOC713776"
"9394","red","LOC714071"
"9408","red","LOC714158"
"9411","red","LOC714181"
"9431","red","LOC714283"
"9433","red","LOC714302"
"9462","red","LOC714477"
"9463","red","LOC714485"
"9481","red","LOC714602"
"9521","red","LOC714844"
"9573","red","LOC715145"
"9596","red","LOC715257"
"9598","red","LOC715265"
"9745","red","LOC716130"
"9757","red","LOC716189"
"9790","red","LOC716398"
"9816","red","LOC716572"
"9852","red","LOC716736"
"9883","red","LOC716917"
"9954","red","LOC717315"
"10002","red","LOC717573"
"10008","red","LOC717608"
"10030","red","LOC717748"
"10065","red","LOC717911"
"10114","red","LOC718166"
"10132","red","LOC718265"
"10142","red","LOC718340"
"10197","red","LOC718641"
"10220","red","LOC718781"
"10283","red","LOC719089"
"10312","red","LOC719290"
"10321","red","LOC719346"
"10359","red","LOC719540"
"10373","red","LOC719614"
"10455","red","LOC720098"
"10596","red","LOC721223"
"10610","red","LOC721325"
"10673","red","LOC721772"
"10740","red","LOC722135"
"10756","red","LOC722192"
"10761","red","LOC722231"
"10789","red","LOC722347"
"10819","red","LOC722609"
"10827","red","LOC722674"
"10849","red","LOC722935"
"10902","red","LOXL1"
"10952","red","LRR1"
"10991","red","LRRC63"
"11025","red","LSM6"
"11034","red","LTBP2"
"11116","red","MAGOH"
"11127","red","MAML1"
"11183","red","MAPK1"
"11192","red","MAPKAP1"
"11212","red","MARVELD1"
"11230","red","MAVS"
"11243","red","MBNL3"
"11264","red","MCM10"
"11265","red","MCM2"
"11266","red","MCM3"
"11270","red","MCM5"
"11273","red","MCM8"
"11290","red","MDK"
"11321","red","MED28"
"11324","red","MED31"
"11340","red","MELK"
"11352","red","MEST"
"11445","red","MID1"
"11480","red","MKI67"
"11481","red","MKI67IP"
"11494","red","MLEC"
"11525","red","MMP15"
"11585","red","MPLKIP"
"11595","red","MPPED2"
"11630","red","MRPL23"
"11652","red","MRPL9"
"11771","red","MUTED"
"11780","red","MXRA8"
"11785","red","MYBL2"
"11809","red","MYL12A"
"11861","red","N6AMT1"
"11879","red","NADSYN1"
"11928","red","NCAPG"
"11929","red","NCAPG2"
"11930","red","NCAPH2"
"12000","red","NEDD1"
"12008","red","NEIL3"
"12012","red","NEK3"
"12021","red","NES"
"12070","red","NGLY1"
"12073","red","NHLH1"
"12129","red","NME4"
"12130","red","NME6"
"12135","red","NMNAT3"
"12161","red","NONO"
"12200","red","NPHP3"
"12245","red","NRARP"
"12259","red","NRK"
"12282","red","NT5C"
"12286","red","NT5C3"
"12288","red","NT5DC2"
"12306","red","NUAK2"
"12314","red","NUDT1"
"12330","red","NUF2"
"12342","red","NUP210"
"12366","red","NYNRIN"
"12399","red","OIP5"
"12408","red","OLFML2B"
"12518","red","ORAI3"
"12520","red","ORC1"
"12524","red","ORC6L"
"12628","red","PALLD"
"12683","red","PATZ1"
"12749","red","PCNA"
"12800","red","PDE9A2"
"12810","red","PDIA4"
"12812","red","PDIA6"
"12820","red","PDLIM7"
"12843","red","PEBP4"
"12881","red","PFN1"
"12892","red","PGD"
"12933","red","PHF8"
"13003","red","PIN4"
"13042","red","PKMYT1"
"13044","red","PKN3"
"13058","red","PLA2G3"
"13134","red","PLP2"
"13150","red","PLXNB2"
"13159","red","PMF1"
"13191","red","PNPLA8"
"13194","red","POC1A"
"13199","red","POLA1"
"13200","red","POLA2"
"13201","red","POLD1"
"13206","red","POLE"
"13213","red","POLQ"
"13222","red","POLR2F"
"13297","red","PPIH"
"13336","red","PPP2R1B"
"13343","red","PPP2R3C"
"13372","red","PRC1"
"13385","red","PRDX4"
"13389","red","PRELID2"
"13421","red","PRKD3"
"13517","red","PSKH1"
"13556","red","PTBP1"
"13654","red","PXMP2"
"13655","red","PXN"
"13669","red","QPRT"
"13695","red","RAB32"
"13741","red","RAD51AP1"
"13746","red","RAD54B"
"13747","red","RAD54L"
"13758","red","RAI14"
"13832","red","RBBP8"
"13838","red","RBL1"
"13858","red","RBM38"
"13878","red","RBPMS"
"13880","red","RC3H2"
"13907","red","RECQL4"
"13912","red","REG1A"
"13953","red","RGL2"
"14049","red","RNASEH2A"
"14060","red","RNF122"
"14077","red","RNF169"
"14119","red","ROR2"
"14128","red","RPA1"
"14130","red","RPA3"
"14173","red","RPN2"
"14174","red","RPP14"
"14177","red","RPP25L"
"14221","red","RRM1"
"14222","red","RRM2"
"14256","red","RTKN2"
"14260","red","RTN4"
"14291","red","S100A10"
"14317","red","SALL4"
"14329","red","SAP30"
"14332","red","SAPCD2"
"14359","red","SCAMP2"
"14411","red","SDC1"
"14435","red","SEC11A"
"14483","red","SEMA5B"
"14499","red","SEPHS1"
"14513","red","SEPX1"
"14540","red","SERPINB6"
"14551","red","SERTAD1"
"14553","red","SERTAD3"
"14584","red","SFRP1"
"14588","red","SFT2D3"
"14613","red","SGPL1"
"14655","red","SHCBP1"
"14657","red","SHFM1"
"14671","red","SHROOM3"
"14696","red","SIN3A"
"14711","red","SIVA1"
"14717","red","SKA1"
"14718","red","SKA3"
"14722","red","SKIDA1"
"14725","red","SKP2"
"14744","red","SLC12A7"
"14898","red","SLC37A4"
"15038","red","SMC1A"
"15040","red","SMC2"
"15042","red","SMC4"
"15055","red","SMO"
"15086","red","SNCAIP"
"15098","red","SNRNP200"
"15107","red","SNRPE"
"15163","red","SOX1"
"15171","red","SOX3"
"15179","red","SP1"
"15225","red","SPC25"
"15232","red","SPECC1L"
"15309","red","SRI"
"15326","red","SRSF10"
"15329","red","SRSF3"
"15334","red","SRSF9"
"15378","red","ST7-AS1"
"15424","red","STIL"
"15443","red","STK38"
"15468","red","STT3A"
"15471","red","STX10"
"15532","red","SVIL"
"15593","red","TACC3"
"15678","red","TBC1D2B"
"15751","red","TEAD1"
"15786","red","TFAP2C"
"15790","red","TFDP1"
"15791","red","TFDP2"
"15806","red","TGFB1I1"
"15815","red","TGIF2"
"15830","red","THAP7"
"15840","red","THG1L"
"15859","red","TIAL1"
"15889","red","TK1"
"15948","red","TMED1"
"15987","red","TMEM14C"
"16020","red","TMEM187"
"16029","red","TMEM2"
"16042","red","TMEM216"
"16046","red","TMEM220"
"16101","red","TMEM97"
"16110","red","TMPO"
"16111","red","TMPO-AS1"
"16144","red","TNFRSF10D"
"16147","red","TNFRSF12A"
"16203","red","TOP2A"
"16218","red","TP53"
"16221","red","TP53BP2"
"16246","red","TPRKB"
"16251","red","TPX2"
"16277","red","TRAPPC6A"
"16315","red","TRIM45"
"16341","red","TRIP13"
"16362","red","TROAP"
"16418","red","TSPAN6"
"16495","red","TUBGCP3"
"16501","red","TULP3"
"16527","red","TYMS"
"16550","red","UBE2C"
"16578","red","UBIAD1"
"16622","red","UGT2B33"
"16628","red","UHRF1"
"16638","red","UNC119B"
"16651","red","UNG"
"16652","red","UNK"
"16683","red","USP1"
"16740","red","UXT"
"16748","red","VANGL1"
"16749","red","VANGL2"
"16767","red","VEPH1"
"16776","red","VIM"
"16813","red","VPS54"
"16820","red","VSIG10"
"16849","red","WBP5"
"16856","red","WDHD1"
"16861","red","WDR18"
"16886","red","WDR66"
"16902","red","WDYHV1"
"16903","red","WEE1"
"17000","red","YIF1A"
"17050","red","ZBTB39"
"17149","red","ZIK1"
"17152","red","ZKSCAN3"
"17224","red","ZNF217"
"17225","red","ZNF219"
"17234","red","ZNF232"
"17356","red","ZNF528"
"17375","red","ZNF562"
"17421","red","ZNF646"
"17428","red","ZNF664"
"17432","red","ZNF670"
"17437","red","ZNF680"
"17442","red","ZNF691"
"17451","red","ZNF703"
"17481","red","ZNF787"
"17500","red","ZNF829"
"17510","red","ZNF93"
"17547","red","ZWINT"
"67","royalblue","ABI2"
"232","royalblue","ADCYAP1R1"
"284","royalblue","AGA"
"297","royalblue","AGL"
"335","royalblue","AIG1"
"394","royalblue","ALG2"
"484","royalblue","ANKRD28"
"538","royalblue","AP1G1"
"564","royalblue","APBB2"
"599","royalblue","APPBP2"
"652","royalblue","ARHGAP5"
"750","royalblue","ASB3"
"795","royalblue","ATG14"
"867","royalblue","ATP7A"
"880","royalblue","ATXN1L"
"922","royalblue","B4GALNT1"
"968","royalblue","BBS10"
"969","royalblue","BBS12"
"1071","royalblue","BMP2K"
"1112","royalblue","BRCC3"
"1150","royalblue","BTD"
"1369","royalblue","C1D"
"1539","royalblue","C5H4orf43"
"1542","royalblue","C5orf28"
"1564","royalblue","C6orf162"
"1566","royalblue","C6orf192"
"1577","royalblue","C7H14orf126"
"1612","royalblue","C8H8orf42"
"1744","royalblue","CAPZA2"
"2084","royalblue","CDK14"
"2194","royalblue","CFL2"
"2241","royalblue","CHMP5"
"2245","royalblue","CHORDC1"
"2303","royalblue","CISD1"
"2514","royalblue","COMMD8"
"2948","royalblue","DCUN1D4"
"3015","royalblue","DENR"
"3072","royalblue","DIAPH1"
"3146","royalblue","DNAJA2"
"3222","royalblue","DPEP1"
"3327","royalblue","DYX1C1"
"3399","royalblue","EGFL6"
"3512","royalblue","EML5"
"3592","royalblue","EPS8"
"3879","royalblue","FAM76A"
"3963","royalblue","FBXO4"
"4007","royalblue","FEM1C"
"4154","royalblue","FMR1"
"4208","royalblue","FRA10AC1"
"4254","royalblue","FUT5"
"4266","royalblue","FYTTD1"
"4286","royalblue","GABARAPL2"
"4340","royalblue","GAN"
"4345","royalblue","GAPVD1"
"4384","royalblue","GCLM"
"4434","royalblue","GGCX"
"4583","royalblue","GOSR1"
"4600","royalblue","GPBP1"
"4633","royalblue","GPR128"
"4754","royalblue","GRSF1"
"4817","royalblue","GUF1"
"4884","royalblue","HCFC2"
"4910","royalblue","HDHD2"
"4979","royalblue","HIGD1A"
"5216","royalblue","HYI"
"5254","royalblue","IFIT2"
"5277","royalblue","IFT80"
"5397","royalblue","IMMP1L"
"5405","royalblue","IMPAD1"
"5714","royalblue","KCTD3"
"5767","royalblue","KIAA0825"
"5789","royalblue","KIAA1704"
"5870","royalblue","KLHDC2"
"6007","royalblue","LACTB"
"6070","royalblue","LDB3"
"6760","royalblue","LOC695554"
"6763","royalblue","LOC695594"
"6790","royalblue","LOC695773"
"6842","royalblue","LOC696091"
"6952","royalblue","LOC696882"
"6989","royalblue","LOC697073"
"7020","royalblue","LOC697288"
"7089","royalblue","LOC697801"
"7410","royalblue","LOC700223"
"7444","royalblue","LOC700533"
"7447","royalblue","LOC700540"
"7516","royalblue","LOC701084"
"7583","royalblue","LOC701698"
"7633","royalblue","LOC702097"
"7736","royalblue","LOC702999"
"8082","royalblue","LOC706051"
"8206","royalblue","LOC707206"
"8289","royalblue","LOC707765"
"8291","royalblue","LOC707785"
"8397","royalblue","LOC708532"
"8438","royalblue","LOC708786"
"8445","royalblue","LOC708809"
"8678","royalblue","LOC710076"
"8755","royalblue","LOC710457"
"8907","royalblue","LOC711250"
"9056","royalblue","LOC712128"
"9060","royalblue","LOC712140"
"9065","royalblue","LOC712221"
"9141","royalblue","LOC712606"
"9145","royalblue","LOC712633"
"9315","royalblue","LOC713680"
"9525","royalblue","LOC714862"
"9526","royalblue","LOC714874"
"9848","royalblue","LOC716712"
"9931","royalblue","LOC717187"
"9940","royalblue","LOC717240"
"10097","royalblue","LOC718077"
"10117","royalblue","LOC718185"
"10143","royalblue","LOC718351"
"10208","royalblue","LOC718715"
"10423","royalblue","LOC719938"
"10787","royalblue","LOC722335"
"10999","royalblue","LRRCC1"
"11144","royalblue","MAN1A2"
"11203","royalblue","MARCH5"
"11211","royalblue","MARS2"
"11228","royalblue","MATR3"
"11400","royalblue","MGARP"
"11446","royalblue","MID1IP1"
"11496","royalblue","MLH3"
"11564","royalblue","MORC3"
"11619","royalblue","MRPL1"
"11670","royalblue","MRPS30"
"11678","royalblue","MRRF"
"11738","royalblue","MTMR12"
"11742","royalblue","MTMR6"
"11750","royalblue","MTRF1"
"11865","royalblue","NAA20"
"11871","royalblue","NAALAD2"
"11943","royalblue","NCOA2"
"11974","royalblue","NDUFAF4"
"12146","royalblue","NOD1"
"12311","royalblue","NUCKS1"
"12321","royalblue","NUDT19"
"12333","royalblue","NUMA1"
"12334","royalblue","NUMB"
"12338","royalblue","NUP155"
"12393","royalblue","OFD1"
"12527","royalblue","OSBP"
"12720","royalblue","PCDHAC1"
"12745","royalblue","PCM1"
"12827","royalblue","PDSS2"
"12845","royalblue","PECR"
"12848","royalblue","PEG3"
"12957","royalblue","PIAS1"
"12990","royalblue","PIK3CB"
"13282","royalblue","PPCS"
"13355","royalblue","PPP6C"
